,artist_name,track_name,Genre,mode,duration_ms,time_signature,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
15095,the color morale,version of me,Metal,1,242947,4,0.434,0.974,5,-3.872,0.179,2.04e-05,0.702,0.245,0.185,110.971
15096,the exies,this is the sound,Metal,0,243347,4,0.338,0.807,0,-3.978,0.0463,0.000209,2.07e-06,0.0516,0.19,154.2
15097,sevendust,unraveling,Metal,0,239053,4,0.356,0.985,5,-3.253,0.195,0.00208,0.000869,0.0681,0.351,171.963
15099,katatonia,relention,Metal,0,219067,4,0.553,0.647,8,-7.543,0.0315,0.00439,0.13,0.15,0.378,116.106
15100,blessthefall,"i'm bad news, in the best way",Metal,1,230747,4,0.451,0.888,2,-6.766,0.0534,1.73e-05,0.0591,0.128,0.33,115.034
15101,primal fear,fight the fire,Metal,0,265173,4,0.498,0.986,4,-3.733,0.111,9.21e-06,0.00132,0.0841,0.0891,95.094
15102,galactic cowboys,shine,Metal,1,249427,4,0.521,0.935,5,-5.721,0.0386,1.53e-05,0.0256,0.38,0.501,121.885
15103,august burns red,fault line,Metal,0,243080,4,0.169,0.977,11,-4.939,0.112,3.07e-05,0.000848,0.27,0.102,97.766
15104,butcher babies,gravemaker,Metal,1,281160,4,0.33,0.981,11,-5.012,0.258,4.52e-05,0.869,0.159,0.0394,154.975
15105,asking alexandria,the match,Metal,1,255827,4,0.308,0.961,7,-2.796,0.204,7.94e-05,0.0027,0.87,0.13,140.029
15106,mercyful fate,nuns have no fun,Metal,0,261827,4,0.339,0.657,4,-12.586,0.0347,0.0747,0.0925,0.124,0.842,141.885
15107,dark funeral,vobiscum satanas,Metal,1,299360,3,0.174,0.646,8,-4.205,0.0796,1.12e-06,0.986,0.11,0.0366,110.755
15108,deicide,behind the light thou shall rise,Metal,1,179067,4,0.199,0.956,1,-6.489,0.0649,4.71e-06,0.384,0.0909,0.505,182.361
15109,attila,rage,Metal,0,214013,3,0.433,0.931,6,-4.497,0.177,0.000221,0.00761,0.141,0.555,141.3
15110,blessthefall,exodus,Metal,0,328653,4,0.41,0.952,0,-3.772,0.0731,0.000189,0.0717,0.14,0.149,142.041
15111,vicious rumors,children,Metal,1,295760,4,0.499,0.695,4,-11.051,0.0366,0.00288,0.000582,0.143,0.532,99.907
15112,primal fear,chainbreaker,Metal,1,265467,4,0.513,0.961,7,-5.599,0.115,3.69e-06,0.00745,0.378,0.106,113.047
15113,volbeat,dead but rising,Metal,1,214560,4,0.397,0.978,7,-5.565,0.0514,4.73e-06,0.591,0.321,0.435,107.703
15114,papa roach,infest,Metal,0,249560,4,0.52,0.917,9,-4.5,0.0807,0.00146,9e-05,0.0467,0.648,93.656
15115,bumblefoot,real,Metal,1,115667,4,0.373,0.883,7,-3.268,0.163,0.000664,0.432,0.293,0.924,190.046
15116,for today,molotov,Metal,0,209480,4,0.414,0.997,4,-1.838,0.223,0.00874,0.0,0.372,0.229,110.654
15117,alter bridge,farther than the sun,Metal,1,247407,4,0.32,0.982,6,-4.582,0.145,1.22e-05,9.92e-05,0.186,0.249,79.52
15118,godsmack,dead and broken,Metal,1,251373,4,0.302,0.927,5,-3.796,0.0724,2.72e-05,0.0,0.0433,0.498,161.802
15119,zao,broken pact blues,Metal,1,213520,4,0.5,0.832,6,-8.661,0.0492,7.09e-06,0.66,0.728,0.288,130.003
15120,nightwish,10th man down,Metal,0,320733,4,0.497,0.916,9,-3.875,0.0575,0.00313,0.038,0.105,0.296,125.798
15121,amaranthe,21,Metal,0,185187,1,0.3,0.933,11,-5.561,0.105,0.000417,0.0,0.0784,0.618,135.107
15122,bobaflex,savior,Metal,0,234053,4,0.554,0.821,0,-3.822,0.0346,0.0326,0.0,0.114,0.429,89.965
15123,dying kingdom,dead man's dance,Metal,1,319920,4,0.563,0.981,8,-5.123,0.0655,6.52e-05,0.0,0.13,0.232,124.983
15124,slipknot,purity,Metal,1,265453,4,0.283,0.978,6,-5.612,0.18,0.000105,0.0735,0.252,0.399,166.178
15125,butcher babies,the butcher,Metal,1,238053,4,0.516,0.989,1,-4.527,0.163,0.000187,0.106,0.318,0.0737,119.943
15126,holy moses,break the evil,Metal,1,193427,4,0.551,0.916,1,-5.095,0.0603,2.77e-05,0.0,0.0879,0.439,109.985
15127,darkwell,strange,Metal,1,264213,4,0.292,0.83,11,-3.41,0.0587,0.000271,0.00425,0.121,0.545,145.518
15128,as i lay dying,morning waits,Metal,1,236067,4,0.187,0.972,8,-3.904,0.0761,7.39e-06,0.000683,0.446,0.327,174.776
15129,primer 55,introduction to mayhem,Metal,1,216107,4,0.431,0.949,8,-5.387,0.131,0.00108,0.0,0.0766,0.4,89.126
15130,wednesday 13,faith in the devil,Metal,1,212053,4,0.409,0.98,9,-2.494,0.0761,7.57e-05,0.000466,0.184,0.564,131.03
15131,goatwhore,the all-destroying,Metal,0,193480,4,0.347,0.988,10,-5.424,0.0827,2.6e-05,0.000211,0.0817,0.623,169.969
15132,slipknot,i am hated,Metal,1,157827,4,0.435,0.986,7,-3.458,0.182,8.34e-05,0.000924,0.572,0.434,125.822
15133,therion,eye of shiva,Metal,1,379933,4,0.488,0.702,0,-6.824,0.0309,0.000559,0.407,0.281,0.186,120.014
15134,grimfist,lesser of two evils,Metal,1,384693,4,0.112,0.977,7,-4.924,0.0792,5.61e-06,0.723,0.366,0.234,170.06
15135,katatonia,lethean,Metal,0,279213,4,0.51,0.929,10,-7.678,0.0468,6.38e-05,0.016,0.294,0.601,99.999
15136,angra,the temple of hate,Metal,1,313440,4,0.494,0.957,7,-4.714,0.0692,0.000379,0.00843,0.339,0.403,92.512
15137,evanescence,the end of the dream,Metal,0,229147,4,0.43,0.959,10,-3.905,0.0805,5.4e-05,0.00248,0.16,0.335,94.008
15138,god dethroned,sigma enigma,Metal,1,245853,4,0.366,0.98,2,-5.611,0.153,7.14e-05,0.519,0.108,0.0728,127.674
15139,coal chamber,headstones and the walking dead,Metal,1,207360,4,0.427,0.87,7,-4.375,0.0993,0.000686,0.0257,0.148,0.435,132.503
15140,nickelback,dirty laundry,Metal,0,240704,4,0.618,0.956,11,-3.297,0.0496,0.000361,6.74e-05,0.349,0.487,97.993
15141,as i lay dying,the truth of my perception,Metal,0,186227,4,0.18,0.99,10,-3.974,0.0992,7.05e-05,0.00355,0.376,0.336,172.012
15142,hollywood undead,rain,Metal,1,221227,4,0.721,0.675,7,-8.22,0.122,0.00581,0.000839,0.139,0.247,86.997
15143,breaking benjamin,forever,Metal,1,234613,4,0.581,0.567,8,-7.076,0.0244,0.0182,0.0901,0.117,0.335,107.988
15144,within temptation,hand of sorrow,Metal,0,336067,4,0.509,0.948,5,-3.863,0.105,0.0237,0.000216,0.129,0.208,127.01
15145,body count,killin' floor,Metal,1,141400,4,0.328,0.967,0,-6.759,0.0481,4.61e-06,0.724,0.403,0.6,96.828
15146,autopsy,severed survival,Metal,1,208267,4,0.0732,0.9,1,-7.649,0.102,2.2e-06,0.0275,0.223,0.401,190.739
15147,arch enemy,no more regrets,Metal,1,245667,4,0.452,0.967,10,-4.304,0.0868,6.9e-06,0.148,0.335,0.184,107.408
15148,bumblefoot,wasted away,Metal,1,314200,4,0.529,0.66,9,-4.735,0.0425,0.0615,2.37e-05,0.0968,0.365,151.709
15149,nonpoint,generation idiot,Metal,1,207598,4,0.455,0.919,8,-4.209,0.084,0.00201,6.97e-06,0.146,0.287,120.161
15150,attila csihar,funeral fog,Metal,0,309173,4,0.0715,0.406,6,-21.955,0.0603,0.000556,0.97,0.0802,0.195,180.399
15151,melvins,skweetis,Metal,1,72800,4,0.404,0.459,2,-12.965,0.0419,0.000555,0.369,0.114,0.763,129.415
15152,falling in reverse,get me out,Metal,1,225396,4,0.536,0.943,5,-2.612,0.137,0.00369,0.0,0.519,0.672,82.522
15153,for the fallen dreams,fist fight,Metal,1,203067,3,0.443,0.993,6,-2.965,0.152,0.00313,0.0325,0.129,0.193,95.028
15154,coal chamber,tragedy,Metal,1,171400,4,0.476,0.988,2,-3.439,0.072,0.00102,0.000345,0.792,0.545,135.681
15155,vnv nation,solitary,Metal,1,449577,4,0.612,0.862,8,-8.743,0.0395,0.233,0.672,0.189,0.257,136.186
15156,mercyful fate,at the sound of the demon bell,Metal,1,322907,4,0.316,0.853,2,-10.095,0.178,0.00224,0.922,0.196,0.485,125.507
15157,fates warning,seven stars,Metal,0,333573,4,0.462,0.953,2,-5.287,0.065,4.86e-05,5.29e-06,0.216,0.507,126.005
15158,falconer,for life and liberty,Metal,0,383067,4,0.277,0.892,7,-3.894,0.0524,6.54e-05,4.15e-05,0.0835,0.41,170.137
15159,anvil,butter-bust jerky,Metal,0,198880,4,0.229,0.917,11,-6.863,0.124,5.79e-06,0.0706,0.373,0.24,88.496
15160,prong,avenue of the finest,Metal,0,216960,4,0.57,0.991,4,-4.738,0.0572,0.000601,0.794,0.235,0.639,90.617
15161,blessthefall,dead air,Metal,0,228467,4,0.383,0.964,0,-4.046,0.0688,5.45e-05,0.195,0.147,0.213,130.105
15163,five finger death punch,burn it down,Metal,0,213440,4,0.561,0.979,11,-2.962,0.145,1.96e-05,0.0038,0.0976,0.3,101.998
15164,dark angel,black prophecies,Metal,1,507413,4,0.202,0.994,9,-5.006,0.196,1.14e-05,0.697,0.35,0.0388,107.342
15165,vnv nation,space & time,Metal,0,292493,4,0.517,0.794,6,-5.915,0.0312,7.46e-05,4.15e-05,0.149,0.706,126.999
15166,grimfist,a world of wrath,Metal,0,216867,4,0.355,0.975,4,-4.833,0.123,4.17e-06,0.738,0.0909,0.46,174.938
15167,angra,the bottom of my soul,Metal,1,259413,4,0.443,0.773,5,-6.053,0.0405,0.022,1.24e-06,0.081,0.17,137.942
15168,amaranthe,faster,Metal,0,205587,4,0.502,0.98,4,-5.008,0.211,6.16e-05,0.0,0.408,0.282,149.998
15169,demon hunter,my throat is an open grave,Metal,0,234240,4,0.5,0.798,7,-5.869,0.034,0.00368,0.161,0.215,0.219,130.058
15170,nickelback,next contestant,Metal,1,214707,4,0.557,0.862,0,-4.029,0.0636,0.000416,0.000314,0.0577,0.531,174.114
15171,evanescence,like you,Metal,1,256973,4,0.569,0.511,8,-7.255,0.0372,0.587,8.56e-05,0.181,0.124,102.907
15172,metal church,in mourning,Metal,0,360360,4,0.481,0.969,2,-7.066,0.0643,0.0188,0.000613,0.0981,0.24,114.606
15173,we came as romans,never let me go,Metal,0,217413,4,0.414,0.979,2,-4.13,0.165,0.0021,0.0,0.347,0.156,150.051
15174,nocturnal rites,vengeance,Metal,1,319080,4,0.374,0.952,1,-4.556,0.0589,3.99e-06,0.354,0.351,0.413,157.013
15175,tristania,saturnine,Metal,1,122160,4,0.533,0.857,2,-8.812,0.0417,0.00993,0.914,0.314,0.201,104.025
15176,malevolent creation,thou shall kill!,Metal,1,270427,4,0.324,0.93,9,-11.588,0.0843,9.31e-05,0.034,0.0624,0.231,111.845
15177,flaw,reliance,Metal,0,204907,4,0.41,0.992,11,-5.852,0.111,4e-06,0.85,0.0931,0.345,142.12
15178,five finger death punch,digging my own grave,Metal,0,227239,4,0.476,0.937,11,-6.257,0.0689,0.00538,0.0,0.0867,0.325,155.987
15179,katatonia,murder,Metal,1,296202,4,0.29,0.801,8,-6.195,0.0346,1.23e-05,0.85,0.312,0.221,126.142
15180,three days grace,the high road,Metal,0,193680,4,0.442,0.88,1,-4.187,0.0761,0.0424,0.0,0.153,0.4,142.733
15181,as i lay dying,bury us all,Metal,0,143653,4,0.465,0.977,10,-4.837,0.0627,2.2e-05,0.069,0.11,0.361,113.055
15182,sum 41,slipping away,Metal,1,149387,4,0.587,0.419,1,-8.774,0.0309,0.193,0.75,0.119,0.354,160.165
15183,five finger death punch,war is the answer,Metal,0,198320,4,0.502,0.959,11,-3.523,0.104,4.37e-05,0.0129,0.12,0.412,184.094
15184,therion,seven secrets of the sphinx,Metal,1,215960,4,0.484,0.921,5,-3.614,0.0379,5.18e-05,0.0453,0.101,0.617,99.623
15185,job for a cowboy,tarnished gluttony,Metal,1,375867,4,0.441,0.915,9,-4.633,0.107,5.13e-05,0.181,0.341,0.238,130.045
15186,nonpoint,i said it,Metal,1,162147,4,0.551,0.983,8,-3.852,0.0556,0.000217,0.0,0.364,0.481,91.028
15187,green carnation,the quiet offspring,Metal,0,239587,1,0.433,0.528,4,-5.292,0.0368,0.0086,0.0,0.0948,0.577,89.991
15188,therion,dark venus persephone,Metal,1,242213,4,0.362,0.715,10,-6.746,0.0343,0.0863,0.919,0.227,0.241,109.777
15189,we came as romans,tear it down,Metal,1,203381,4,0.606,0.986,6,-5.269,0.0935,0.00993,1.46e-06,0.301,0.553,95.031
15190,giuffria,change of heart,Metal,0,215200,4,0.491,0.788,7,-4.602,0.0344,0.256,0.0,0.872,0.338,106.424
15191,five finger death punch,the devil's own,Metal,1,252893,4,0.45,0.959,0,-4.813,0.147,0.000428,0.0,0.12,0.128,160.037
15192,priestess,communicating via-eyes,Metal,0,265693,4,0.259,0.564,5,-7.322,0.0414,0.0141,0.000166,0.301,0.175,185.115
15193,dark tranquillity,state of trust,Metal,0,246347,4,0.279,0.793,1,-6.351,0.0336,0.00078,0.0813,0.11,0.157,135.082
15194,omnium gatherum,wastrel,Metal,0,281827,4,0.452,0.977,6,-3.356,0.0642,4.37e-06,0.459,0.279,0.468,99.925
15195,a day to remember,justified,Metal,0,238020,4,0.376,0.894,5,-5.305,0.0775,0.000487,0.00132,0.105,0.0433,126.287
15197,voivod,ravenous medicine,Metal,0,261627,4,0.24,0.906,9,-12.061,0.0505,0.00753,0.0157,0.112,0.259,100.525
15198,dead by april,same star,Metal,1,201147,3,0.496,0.992,4,-4.381,0.0683,0.000174,1.39e-05,0.107,0.174,109.987
15199,eyes set to kill,killing in your name,Metal,0,207600,4,0.346,0.995,5,-4.02,0.252,0.000343,8.62e-06,0.46,0.0896,177.087
15200,white zombie,spiderbaby (yeah-yeah-yeah),Metal,1,301027,4,0.352,0.712,7,-11.464,0.0518,0.00028,0.0968,0.823,0.272,160.96
15201,hollywood undead,your life,Metal,1,205878,4,0.605,0.864,11,-4.066,0.065,0.00699,0.0,0.123,0.431,92.057
15202,katatonia,evidence,Metal,0,276040,4,0.469,0.737,5,-7.495,0.035,0.0296,0.0,0.1,0.432,87.533
15203,nickelback,edge of a revolution,Metal,1,243053,4,0.524,0.97,2,-3.324,0.0454,0.00011,0.0,0.113,0.66,161.961
15204,lucas ray exp,iceland,Metal,0,296406,3,0.469,0.885,2,-3.435,0.0329,0.112,4.77e-06,0.108,0.411,178.012
15205,bumblefoot,argentina,Metal,1,404247,4,0.221,0.867,0,-3.819,0.0604,0.0166,1.27e-06,0.357,0.364,72.45
15206,vex red,dermo,Metal,1,213800,4,0.555,0.948,4,-4.07,0.0787,0.00982,0.0422,0.103,0.139,121.977
15207,the exies,genius,Metal,0,227000,4,0.464,0.61,5,-6.136,0.0281,0.0118,0.000373,0.0764,0.346,141.768
15208,goatwhore,when steel and bone meet,Metal,1,192493,4,0.446,0.992,1,-4.535,0.101,7.51e-05,0.194,0.325,0.433,145.126
15209,coal chamber,first,Metal,1,252173,4,0.466,0.619,9,-7.985,0.152,0.00575,0.796,0.11,0.232,104.393
15210,linkin park,guilty all the same (feat. rakim),Metal,0,355120,4,0.566,0.969,2,-3.369,0.046,0.0287,0.000442,0.281,0.641,100.012
15211,alter bridge,show me a leader,Metal,1,305030,4,0.223,0.966,8,-4.117,0.105,2.55e-05,2.84e-05,0.0565,0.171,132.063
15212,bal-sagoth,unfettering the hoary sentinels of karnak,Metal,1,261760,4,0.327,0.985,2,-4.445,0.157,1.16e-05,0.265,0.368,0.0724,139.956
15213,flaw,amendment,Metal,0,320333,4,0.494,0.921,4,-6.614,0.0782,4.52e-05,0.00303,0.117,0.315,90.099
15214,good charlotte,like it's her birthday,Metal,1,210507,4,0.592,0.868,11,-2.983,0.0679,0.00884,0.0,0.144,0.815,109.985
15215,god forbid,nothing,Metal,1,171040,4,0.311,0.936,9,-5.292,0.136,6.69e-05,0.000204,0.299,0.291,101.957
15216,volbeat,fallen,Metal,1,300093,4,0.315,0.744,2,-4.609,0.059,0.000219,0.000433,0.106,0.532,72.55
15217,arch enemy,yesterday is dead and gone,Metal,1,261707,4,0.357,0.985,1,-4.732,0.0901,8.1e-06,0.115,0.361,0.144,150.101
15218,threat signal,now,Metal,1,200359,3,0.453,0.967,8,-4.937,0.0835,2.66e-06,0.592,0.217,0.354,104.859
15219,breaking benjamin,here we are,Metal,0,258587,4,0.449,0.811,0,-4.006,0.0315,6.71e-05,0.00105,0.0851,0.195,130.899
15220,breaking benjamin,had enough,Metal,0,228213,4,0.313,0.948,0,-2.772,0.0762,1e-05,3.52e-05,0.105,0.242,163.881
15221,august burns red,the escape artist,Metal,0,237893,5,0.199,0.972,10,-4.753,0.0985,5.71e-06,0.0839,0.125,0.231,102.972
15222,anthrax,belly of the beast,Metal,1,287667,1,0.345,0.976,2,-5.437,0.181,0.00048,0.0658,0.074,0.0627,110.37
15223,delain,silhouette of a dancer,Metal,0,325128,4,0.483,0.902,10,-6.074,0.057,0.00431,0.000824,0.279,0.425,134.965
15224,kotipelto,take me away,Metal,0,211533,4,0.489,0.853,6,-4.487,0.0301,2.8e-05,0.000179,0.684,0.351,99.991
15225,apartment 26,death,Metal,0,282400,4,0.497,0.941,6,-3.272,0.119,2.95e-05,0.000532,0.103,0.171,132.795
15226,fates warning,another perfect day,Metal,0,283947,4,0.532,0.748,8,-5.299,0.0319,0.0348,0.0,0.0957,0.15,92.126
15227,mushroomhead,destroy the world around me,Metal,0,501547,4,0.277,0.914,5,-4.821,0.076,0.000912,0.0477,0.123,0.387,140.306
15228,primer 55,all in the family,Metal,1,228640,4,0.499,0.991,6,-5.32,0.159,0.000746,2.32e-06,0.356,0.0962,95.111
15229,alexisonfire,we are the sound,Metal,1,218720,4,0.348,0.95,6,-4.55,0.0882,3.43e-05,0.000477,0.327,0.379,133.027
15230,anathema,are you there?,Metal,1,318467,4,0.393,0.554,5,-9.616,0.0304,0.681,0.59,0.117,0.177,100.976
15231,disturbed,legion of monsters,Metal,0,263640,4,0.604,0.988,5,-2.361,0.0695,0.000244,4.29e-05,0.291,0.683,128.04
15232,anathema,the optimist,Metal,0,337907,3,0.234,0.303,11,-8.456,0.0329,0.0365,0.146,0.124,0.055,106.323
15233,nightwish,the heart asks pleasure first,Metal,0,261173,3,0.344,0.474,7,-6.013,0.0283,0.0144,0.00112,0.0984,0.0762,80.0
15234,mullmuzzler,sacrifice,Metal,1,317467,4,0.397,0.571,7,-8.788,0.0271,0.112,1.25e-05,0.103,0.0958,75.021
15235,delain,start swimming,Metal,1,321147,3,0.388,0.687,7,-5.67,0.0382,0.0227,9.55e-05,0.337,0.219,81.795
15236,thornley,changes,Metal,1,274640,4,0.396,0.911,10,-4.021,0.0535,0.0135,0.0,0.114,0.337,172.128
15237,body count,manslaughter,Metal,0,193500,4,0.623,0.996,10,-2.304,0.176,0.000297,0.0,0.196,0.233,130.016
15238,breaking benjamin,better days,Metal,1,203347,4,0.528,0.939,8,-4.312,0.0559,0.000332,0.000312,0.178,0.377,101.035
15239,limp bizkit,almost over,Metal,0,278000,4,0.581,0.773,9,-5.046,0.0272,0.00259,0.000578,0.114,0.397,100.013
15240,megadeth,the skull beneath the skin,Metal,1,228227,3,0.291,0.988,11,-4.785,0.194,5.08e-06,0.474,0.33,0.147,133.638
15241,coheed and cambria,toys,Metal,1,387587,4,0.499,0.948,2,-5.599,0.0624,0.000608,1.32e-05,0.135,0.217,99.979
15242,god dethroned,fire,Metal,1,169507,4,0.251,0.975,1,-6.677,0.112,0.0031,0.714,0.261,0.0497,93.471
15243,sum 41,all she's got,Metal,1,141933,4,0.549,0.958,11,-4.232,0.0882,0.000633,0.0,0.648,0.69,120.078
15244,suicidal tendencies,the feeling's back,Metal,0,244240,4,0.277,0.865,4,-13.031,0.0879,0.00339,0.00746,0.0632,0.407,118.391
15245,scott stapp,justify,Metal,1,323120,4,0.463,0.899,7,-5.531,0.0534,0.00116,6.27e-05,0.116,0.313,146.545
15246,stabbing westward,on your way down,Metal,0,279533,4,0.449,0.758,2,-6.417,0.0419,0.000122,0.000392,0.691,0.183,147.862
15247,dead by april,abnormal,Metal,0,255987,4,0.472,0.989,0,-4.592,0.0682,0.000588,0.000585,0.137,0.66,159.992
15248,attila,light me up,Metal,0,183933,4,0.224,0.997,1,-3.193,0.201,4.77e-05,0.0011,0.236,0.127,93.794
15249,falconer,portals of light,Metal,0,247000,4,0.222,0.507,11,-4.715,0.0346,0.0428,0.00241,0.11,0.281,144.978
15250,the sword,freya,Metal,1,274400,4,0.35,0.867,5,-5.078,0.0362,4.64e-05,0.404,0.0748,0.436,92.839
15251,meat beat manifesto,let's have fun,Metal,0,210000,5,0.342,0.967,11,-7.36,0.0541,0.00126,0.82,0.774,0.54,199.995
15252,we came as romans,stay inspired,Metal,1,215760,4,0.43,0.993,10,-2.239,0.125,3.24e-05,0.000401,0.302,0.174,144.006
15253,dead to fall,womb portals,Metal,0,285107,4,0.459,0.948,4,-6.422,0.0949,9.81e-05,0.000103,0.166,0.194,101.728
15254,hammerfall,hero's return,Metal,1,322813,3,0.276,0.97,6,-5.566,0.257,0.000169,0.000404,0.0788,0.112,122.654
15255,anathema,dusk (dark is descending),Metal,0,360253,3,0.503,0.796,5,-8.083,0.0439,0.00687,0.0109,0.104,0.0731,112.039
15256,god dethroned,firebreath,Metal,1,255853,4,0.267,0.993,7,-5.589,0.131,3.21e-06,0.0136,0.0988,0.0389,124.576
15257,fair to midland,the greener grass,Metal,1,657133,3,0.124,0.524,10,-8.818,0.0448,0.000922,0.0375,0.265,0.122,184.832
15258,demon hunter,lead us home,Metal,1,264267,4,0.325,0.992,7,-1.857,0.241,0.000461,2.4e-05,0.35,0.109,183.994
15259,volbeat,16 dollars,Metal,1,168720,4,0.521,0.88,7,-5.1,0.0419,0.000859,1.82e-06,0.261,0.499,126.733
15260,demon hunter,the soldier's song,Metal,0,324387,3,0.575,0.974,6,-4.147,0.0984,0.001,4.92e-06,0.075,0.222,111.009
15261,angra,upper levels,Metal,1,388827,4,0.486,0.901,2,-6.005,0.0656,0.000358,5.98e-05,0.233,0.344,140.896
15262,the exies,lo-fi,Metal,1,183560,4,0.54,0.897,1,-5.029,0.0377,0.000117,0.0,0.289,0.811,92.157
15263,system of a down,soldier side - intro,Metal,1,63667,4,0.528,0.159,8,-16.942,0.0353,0.712,0.000212,0.223,0.194,129.684
15264,body count,get a job,Metal,1,181197,4,0.501,0.996,1,-1.758,0.154,0.000606,0.0,0.105,0.173,99.989
15265,papa roach,warriors,Metal,0,175939,4,0.511,0.979,1,-4.014,0.118,0.000503,1.91e-06,0.547,0.573,135.059
15266,coalesce,where the hell is rick thorne these days?,Metal,0,115760,4,0.347,0.938,1,-5.667,0.133,6.37e-05,0.0454,0.305,0.524,107.953
15267,bullet for my valentine,dirty little secret,Metal,1,295387,4,0.35,0.973,8,-4.11,0.126,6.72e-05,0.138,0.268,0.118,144.42
15268,racer x,blowin' up the radio,Metal,0,190267,4,0.271,0.976,11,-9.971,0.0765,0.0191,6.81e-06,0.367,0.0376,133.814
15269,anvil,paint it black,Metal,0,233653,4,0.267,0.826,4,-6.731,0.0826,0.000317,0.0172,0.482,0.804,149.292
15270,threat signal,a new beginning,Metal,1,266423,4,0.492,0.933,8,-5.224,0.0709,5.79e-06,0.283,0.138,0.294,123.039
15271,therion,seawinds,Metal,1,263000,4,0.503,0.638,0,-4.912,0.029,0.00496,0.000636,0.274,0.408,126.117
15272,arch enemy,blood in the water,Metal,1,235427,4,0.423,0.991,7,-3.68,0.134,6.43e-05,0.146,0.212,0.206,150.993
15273,job for a cowboy,the manipulation stream,Metal,1,279633,3,0.299,0.979,2,-3.37,0.17,1.48e-05,0.193,0.403,0.19,115.419
15274,alesana,this is usually the part where people scream,Metal,1,225440,4,0.175,0.966,10,-4.655,0.184,0.000524,4.16e-05,0.119,0.204,163.17
15275,vnv nation,kingdom,Metal,0,351737,4,0.525,0.816,8,-8.978,0.0401,0.000895,0.0294,0.1,0.668,135.029
15276,stabbing westward,when i'm dead,Metal,1,184107,4,0.423,0.979,3,-4.694,0.104,3.88e-05,0.344,0.477,0.383,144.059
15277,priestess,performance,Metal,0,221880,4,0.479,0.969,10,-2.21,0.0653,0.00119,0.0,0.374,0.426,123.974
15278,ram-zet,queen,Metal,1,421773,4,0.543,0.955,7,-4.665,0.133,0.00241,0.0107,0.345,0.245,89.991
15279,nickelback,next go round,Metal,0,223893,4,0.505,0.964,10,-2.711,0.15,2.23e-05,0.0717,0.0381,0.6,164.046
15280,ektomorf,the holy noise,Metal,1,221987,4,0.321,0.923,6,-3.247,0.0627,4.31e-05,0.0246,0.384,0.249,93.734
15281,thunderstone,"like father, like son",Metal,0,335027,4,0.153,0.948,1,-3.772,0.0536,3.12e-06,0.000951,0.336,0.402,167.06
15282,as i lay dying,the plague,Metal,1,222413,4,0.439,0.985,6,-4.042,0.137,4.56e-06,0.0452,0.0917,0.0491,115.006
15283,giuffria,tell it like it is,Metal,0,245787,4,0.599,0.932,7,-3.381,0.0509,0.0916,0.0,0.192,0.587,125.359
15284,angra,breaking ties,Metal,1,209880,3,0.405,0.948,9,-2.383,0.141,0.0181,1.24e-05,0.0785,0.291,165.12
15285,whitechapel,possibilities of an impossible existence,Metal,1,240680,4,0.367,0.985,7,-3.293,0.158,0.00266,0.00719,0.218,0.0929,80.688
15286,coalesce,i took a year,Metal,1,245453,3,0.309,0.974,6,-5.38,0.0974,4.68e-06,0.863,0.3,0.37,104.443
15287,as i lay dying,resilience,Metal,0,247667,4,0.316,0.979,7,-3.419,0.0673,9.01e-06,0.000199,0.0661,0.205,148.361
15290,bobaflex,one bad day,Metal,1,265307,4,0.452,0.9,0,-3.15,0.0564,0.109,0.0,0.138,0.499,136.934
15291,within temptation,in the middle of the night,Metal,1,311627,4,0.502,0.892,8,-4.014,0.0309,0.000197,0.000345,0.384,0.346,100.038
15292,kreator,dystopia,Metal,1,221027,4,0.556,0.954,10,-5.568,0.058,0.000126,0.585,0.303,0.573,111.0
15293,the bronx casket co.,no miracles,Metal,1,317800,4,0.485,0.772,1,-7.102,0.0351,0.00147,0.0124,0.393,0.128,92.878
15294,seether,the gift,Metal,0,334187,4,0.529,0.688,8,-5.722,0.0313,0.000173,0.0239,0.141,0.223,113.289
15295,priestess,lunar,Metal,1,174027,1,0.249,0.965,6,-4.042,0.0727,0.000204,0.00595,0.0613,0.449,103.951
15296,livin' witness,more,Metal,0,170453,4,0.538,0.461,10,-11.431,0.198,0.549,0.0021,0.229,0.671,84.817
15297,dark moor,eternity,Metal,0,263307,4,0.457,0.892,1,-4.398,0.0496,1.55e-05,0.113,0.285,0.501,156.01
15298,anathema,ghosts,Metal,0,257440,4,0.0956,0.462,5,-12.238,0.0328,0.612,0.122,0.109,0.0392,166.062
15299,eyes set to kill,where i want to be,Metal,1,191560,4,0.304,0.995,8,-4.217,0.311,0.000864,0.0,0.0616,0.0919,138.447
15300,korn,b.b.k.,Metal,1,236800,4,0.407,0.928,9,-6.075,0.0695,0.000112,0.142,0.196,0.104,113.878
15301,meshuggah,sane,Metal,1,228507,5,0.227,0.953,2,-6.023,0.112,2.12e-05,0.0674,0.356,0.172,85.709
15302,bal-sagoth,to storm the cyclopean gates of byzantium,Metal,0,297453,3,0.178,0.531,7,-6.277,0.0308,0.327,0.921,0.191,0.233,82.413
15303,diabolical masquerade,the walk of the hunchbacked,Metal,1,274160,4,0.228,0.998,9,-7.261,0.089,6.57e-06,0.378,0.208,0.103,153.945
15304,sum 41,mr. amsterdam,Metal,1,176467,4,0.49,0.854,1,-5.394,0.0647,0.000302,0.000671,0.0524,0.745,174.987
